"app","bc","ug"
79495,"CS_03.1.2","NA_BG"
79507,"CO_03.3","NA_BG"
79507,"CO_09.1","NA_BG"
79515,"CO_03.4","NA_BG"
79601,"CO_10.2","NA_BG"
79658,"EN_1.6","NA_BG"
79661,"CS_03.1.5","NA_BG"
79661,"CS_03.3.4","NA_BG"
79770,"EN_3.2","NA_BG"
79803,"CS_03.8.4","NA_BG"
79806,"CO_07.2","NA_BG"
79806,"CS_03.5.1","NA_BG"
79806,"EN_3.1","NA_BG"
79815,"CO_03.2","NA_BG"
79815,"CO_03.3","NA_BG"
159718,"CS_03.8.5","NA_BG"
159881,"CO_03.3","NA_BG"
159927,"CS_03.9.1","NA_BG"
159927,"CS_03.9.2","NA_BG"
159927,"CS_03.9.7","NA_BG"
159966,"CO_10","NA_BG"
159981,"CO_03.5","NA_BG"
159996,"CS_03.5.4","NA_BG"
159996,"CS_03.5.5","NA_BG"
159999,"CS_03.8.4","NA_BG"
160080,"CS_03.6.2","NA_BG"
160080,"CS_03.6.3","NA_BG"
160175,"CO_03.1","NA_BG"
160192,"CS_03.6.2","NA_BG"
160192,"CS_03.6.3","NA_BG"
160409,"EN_4.2","NA_BG"
160419,"EN_4.2","NA_BG"
160421,"EN_4.2","NA_BG"
160545,"EN_2.2","NA_BG"
160548,"CO_01.8.1","NA_BG"
160548,"CO_01.8.2","NA_BG"
160548,"CS_03.6.3","NA_BG"
160572,"EN_5.7","NA_BG"
160600,"EN_4.1","NA_BG"
160607,"EN_1.3","NA_BG"
160788,"CO_03.2","NA_BG"
160854,"EN_3.4","NA_BG"
160854,"EN_3.5","NA_BG"
160891,"CO_06.6","NA_BG"
160899,"CO_01.2","NA_BG"
160977,"CO_05.5","NA_BG"
161058,"CS_03.8.3","NA_BG"
161060,"EN_3.5","NA_BG"
162062,"CO_08.4","NA_BG"
162146,"CO_08.6","NA_BG"
162230,"CO_08.13","NA_BG"
162314,"CO_08.2","NA_BG"
162398,"CO_08.10","NA_BG"
162487,"CO_08.8","NA_BG"
162492,"CS_03.8.3","NA_BG"
162746,"EN_2.4","NA_BG"
162764,"CS_03.1.2","NA_BG"
162764,"CS_03.1.3","NA_BG"
162764,"CS_03.1.6","NA_BG"
162764,"CS_03.1.7","NA_BG"
162764,"CS_03.2.5","NA_BG"
162764,"CS_03.3.4","NA_BG"
162907,"CO_03.1","NA_BG"
162913,"CO_03.1","NA_BG"
163550,"CO_6.3.6","NA_BG"
163622,"EN_5.6","NA_BG"
