Tag Group;Tag;Mode;Tag ID;Attribute;Value;Type
Differentiation;Advantage;SINGLE;d8018477-92f9-407c-af59-55f9c51626fd;lxCatalogStatus;ignored;SINGLE_SELECT
Differentiation;Essential;SINGLE;f2dc6e23-fc42-4b91-a6ca-a14fdd004d37;lxCatalogStatus;linked;SINGLE_SELECT
Differentiation;Strategic Support;SINGLE;d9939e0b-c505-4930-a843-b8c0077ed46f;lxTransformationStatus;created;SINGLE_SELECT
;;;;lxTransformationStatus;planned;SINGLE_SELECT
